Country,Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index,year,Continent
Romania,36.72,9.6,23.69,30.669999999999998,31.45,54.529999999999994,2019,Europe
Russia,35.3,14.6,25.380000000000003,29.28,34.980000000000004,50.64,2019,Europe
Saudi Arabia,50.55,12.9,32.5,42.1,34.475,114.525,2019,Asia
Serbia,36.0,8.0,22.566666666666666,27.400000000000002,30.066666666666663,40.6,2019,Europe
Singapore,69.8,53.1,61.8,57.5,46.7,103.8,2019,Asia
Slovakia,46.9,17.6,32.85,39.4,37.400000000000006,64.35,2019,Europe
Slovenia,51.599999999999994,14.7,33.9,42.0,42.95,78.5,2019,Europe
South Africa,43.339999999999996,16.34,30.339999999999996,34.32,40.64,80.34,2019,Africa
South Korea,82.8,28.5,56.7,97.2,51.9,96.4,2019,Asia
Spain,55.59090909090909,22.33636363636364,39.6,45.67272727272727,54.64545454545455,81.4090909090909,2019,Europe
Sri Lanka,32.3,8.9,21.1,36.4,19.7,26.2,2019,Asia
Sweden,72.03999999999999,28.48,51.120000000000005,64.17999999999999,76.88,110.0,2019,Europe
Switzerland,123.63333333333334,51.06666666666666,88.76666666666667,123.31666666666666,121.73333333333333,130.3166666666667,2019,Europe
Taiwan,63.1,33.5,48.9,73.0,32.6,57.1,2019,Asia
Tanzania,38.7,20.9,30.1,29.7,29.9,26.4,2019,Africa
Thailand,48.2,17.375,33.4,51.65,27.1,38.75,2019,Asia
Trinidad And Tobago,55.8,19.2,38.2,55.7,49.6,54.0,2019,
Tunisia,25.2,5.8,15.9,23.8,14.5,35.4,2019,Africa
Turkey,35.12,6.840000000000001,21.54,31.360000000000003,23.96,47.0,2019,Asia
Uganda,32.8,10.2,22.0,28.1,24.7,21.8,2019,Africa
Ukraine,28.48,9.9,19.580000000000002,22.48,23.3,33.54,2019,Europe
United Arab Emirates,56.760000000000005,35.980000000000004,46.82,46.44,49.78,115.74000000000001,2019,Asia
United Kingdom,66.31666666666666,30.291666666666668,49.012499999999996,53.0875,74.2625,106.6125,2019,Europe
United States,72.02622950819672,43.23770491803279,58.19508196721311,69.56393442622951,73.43278688524589,124.68360655737705,2019,North America
Uruguay,56.7,16.4,37.3,45.2,53.0,53.5,2019,South America
Uzbekistan,28.0,8.2,18.5,24.3,22.7,26.9,2019,Asia
Venezuela,25.0,6.9,16.3,26.6,21.4,3.9,2019,South America
Vietnam,38.65,13.75,26.7,39.05,20.15,34.5,2019,Asia
Zimbabwe,52.4,13.8,33.9,45.7,39.2,28.0,2019,Africa
Albania,38.7,10.1,25.0,30.2,29.7,28.8,2020,Europe
Algeria,32.1,8.1,20.6,32.4,19.3,28.1,2020,Africa
Argentina,34.6,9.1,22.4,26.9,33.1,46.7,2020,South America
Armenia,33.0,10.9,22.4,25.6,30.6,28.3,2020,Asia
Australia,73.53,35.36,55.27,67.17,71.53999999999999,111.50999999999999,2020,Oceania
Austria,72.75,26.975,50.85,63.75,69.85,79.95,2020,Europe
Azerbaijan,31.3,10.0,21.1,24.5,32.2,29.8,2020,Asia
Bahrain,59.0,30.4,45.3,48.5,55.8,52.0,2020,Asia
Bangladesh,34.5,5.7,20.7,31.6,20.0,33.5,2020,Asia
Belarus,36.2,11.8,24.5,28.8,42.6,37.8,2020,Europe
Belgium,72.0,26.5,50.23333333333333,58.36666666666667,80.03333333333335,87.16666666666667,2020,Europe
Bosnia And Herzegovina,37.650000000000006,8.45,23.65,29.200000000000003,26.7,41.5,2020,
Brazil,41.15,11.583333333333334,27.0,29.983333333333334,33.43333333333333,32.833333333333336,2020,South America
Bulgaria,37.175,9.200000000000001,23.775,30.55,31.0,47.725,2020,Europe
Cambodia,46.9,18.2,33.2,43.3,26.4,14.6,2020,Asia
Canada,68.46875,31.5125,50.79375,64.3125,65.33125,97.525,2020,North America
Chile,45.2,15.2,30.8,37.9,44.9,43.0,2020,South America
China,43.56666666666666,23.099999999999998,33.766666666666666,44.083333333333336,31.433333333333334,60.5,2020,Asia
Colombia,30.666666666666668,9.833333333333334,20.7,24.833333333333332,23.03333333333333,31.666666666666668,2020,South America
Costa Rica,58.5,18.3,39.3,54.4,49.4,39.1,2020,North America
Croatia,48.525000000000006,12.5,31.3,39.55,40.45,50.925,2020,Europe
Cyprus,59.36666666666667,20.666666666666668,40.86666666666667,47.0,62.96666666666667,58.4,2020,Europe
Czech Republic,45.6,17.65,32.275,38.55,33.55,66.575,2020,
Denmark,82.9,30.875,58.025,64.425,98.15,103.075,2020,Europe
Dominican Republic,45.2,12.6,29.6,37.8,37.4,24.3,2020,North America
Ecuador,40.833333333333336,12.799999999999999,27.46666666666667,36.0,29.233333333333334,35.333333333333336,2020,South America
Egypt,29.75,5.7,18.25,26.25,23.4,22.4,2020,Africa
El Salvador,47.9,14.5,31.9,48.1,33.2,24.0,2020,North America
Estonia,51.25,15.3,34.099999999999994,37.65,51.75,69.75,2020,Europe
Finland,70.56666666666666,30.066666666666666,51.199999999999996,56.86666666666667,79.33333333333333,104.26666666666667,2020,Europe
France,73.7,27.05,51.38333333333333,67.6,71.11666666666666,78.85000000000001,2020,Europe
Georgia,28.3,10.8,19.9,22.2,26.5,26.7,2020,Asia
Germany,65.90555555555555,27.061111111111114,47.327777777777776,49.6,61.96666666666667,100.36666666666666,2020,Europe
Greece,55.4,11.8,34.55,40.8,51.3,44.475,2020,Europe
Guatemala,44.3,15.5,30.5,39.3,34.9,40.2,2020,North America
Hong Kong (China),77.2,79.6,78.3,75.9,54.4,65.3,2020,
Hungary,40.46666666666667,12.799999999999999,27.233333333333334,31.833333333333332,34.03333333333333,46.6,2020,Europe
Iceland,100.8,51.2,77.1,84.9,120.6,81.1,2020,Europe
India,25.06875,6.028125,15.975,25.121875,18.09375,55.36875,2020,Asia
Indonesia,38.03333333333333,12.633333333333333,25.900000000000002,40.36666666666667,19.099999999999998,22.066666666666666,2020,Asia
Iran,41.7,19.6,31.1,36.4,26.4,18.8,2020,Asia
Iraq,41.8,12.6,27.85,34.45,32.150000000000006,40.75,2020,Asia
Ireland,75.275,42.475,59.55,60.375,78.0,76.575,2020,Europe
Israel,82.03333333333335,33.1,58.63333333333333,65.83333333333333,90.76666666666667,76.43333333333334,2020,Asia
Italy,67.0,24.4,46.63333333333333,55.06666666666667,68.38888888888889,62.111111111111114,2020,Europe
Jamaica,58.0,16.0,37.9,55.3,44.0,30.1,2020,North America
Japan,83.2,30.3,57.9,80.55000000000001,51.1,87.75,2020,Asia
Jordan,56.7,12.6,35.6,45.6,52.6,32.7,2020,Asia
Kazakhstan,32.0,10.45,21.7,25.1,31.6,41.95,2020,Asia
Kenya,42.1,13.2,28.3,38.1,35.1,24.8,2020,Africa
Kosovo (Disputed Territory),29.1,8.8,19.4,27.2,23.2,52.5,2020,
Kuwait,52.1,30.9,42.0,36.5,51.7,73.7,2020,Asia
Kyrgyzstan,27.5,9.2,18.7,24.1,22.1,24.6,2020,Asia
Latvia,49.3,13.7,32.2,35.1,47.0,53.6,2020,Europe
Lebanon,62.8,26.2,45.3,45.3,63.2,41.0,2020,Asia
Lithuania,44.55,14.1,30.0,34.650000000000006,42.95,60.0,2020,Europe
Luxembourg,83.7,55.8,70.4,69.5,92.4,106.3,2020,Europe
Malaysia,41.8,12.149999999999999,27.6,42.0,25.15,66.15,2020,Asia
Malta,69.1,33.9,52.3,56.9,77.2,49.7,2020,Europe
Mexico,37.1,12.1,25.1375,33.875,31.9125,42.6875,2020,North America
Moldova,34.4,8.7,22.1,26.8,27.8,27.8,2020,Europe
Mongolia,35.0,10.1,23.1,34.0,24.0,31.2,2020,Asia
Montenegro,39.7,10.9,25.9,31.0,31.9,40.1,2020,Europe
Morocco,36.3,10.3,23.875,30.724999999999998,27.875,33.55,2020,Africa
Namibia,43.9,17.5,31.3,39.9,38.1,56.1,2020,Africa
Nepal,30.9,5.4,18.7,27.0,21.4,21.1,2020,Asia
Netherlands,73.9875,36.7875,56.1875,56.0625,78.075,89.125,2020,Europe
New Zealand,73.26666666666667,36.666666666666664,55.73333333333333,65.60000000000001,68.66666666666667,95.7,2020,Oceania
Nigeria,36.6,27.1,32.0,36.1,28.9,13.3,2020,Africa
North Macedonia,34.5,8.2,22.0,27.0,27.2,38.4,2020,Europe
Norway,101.45,38.25,71.19999999999999,91.05,109.675,89.375,2020,Europe
Oman,51.1,20.3,36.3,45.9,47.7,82.7,2020,Asia
Pakistan,23.133333333333336,5.133333333333333,14.5,20.633333333333333,18.133333333333333,29.333333333333332,2020,Asia
Panama,57.2,27.4,43.0,56.9,51.5,35.2,2020,North America
Paraguay,31.2,10.1,21.1,25.5,25.4,33.3,2020,South America
Peru,42.6,15.7,29.7,38.0,28.6,31.7,2020,South America
Philippines,38.7,17.25,28.45,33.2,25.700000000000003,24.85,2020,Asia
Poland,40.14545454545454,15.427272727272726,28.318181818181817,30.61818181818182,33.63636363636363,60.39090909090908,2020,Europe
Portugal,50.599999999999994,21.8,36.825,40.9,41.4,49.45,2020,Europe
Puerto Rico,70.1,23.6,47.9,66.0,72.1,80.0,2020,North America
Qatar,64.0,47.3,56.0,53.7,65.7,107.6,2020,Asia
Romania,36.089999999999996,9.620000000000001,23.44,30.15,31.339999999999996,49.11,2020,Europe
Russia,37.938095238095244,11.404761904761905,25.238095238095237,30.85238095238095,36.7,38.89047619047619,2020,Europe
Saudi Arabia,49.03333333333333,12.299999999999999,31.46666666666667,38.699999999999996,33.96666666666667,97.5,2020,Asia
Serbia,35.9,8.766666666666667,22.933333333333334,25.933333333333334,29.733333333333334,37.699999999999996,2020,Europe
Singapore,81.1,63.3,72.6,66.8,59.0,89.0,2020,Asia
Slovakia,46.4,18.45,33.05,37.7,36.9,58.05,2020,Europe
Slovenia,52.25,16.35,35.099999999999994,41.9,44.55,69.8,2020,Europe
South Africa,44.3,18.174999999999997,31.825000000000003,33.925,41.375,74.175,2020,Africa
South Korea,85.5,30.4,59.2,103.7,45.9,76.8,2020,Asia
Spain,54.07000000000001,22.95,39.209999999999994,43.22,53.57000000000001,69.37,2020,Europe
Sri Lanka,34.3,11.0,23.1,38.6,21.1,22.6,2020,Asia
Suriname,43.1,7.8,26.2,45.8,35.0,22.9,2020,South America
Sweden,73.175,30.275,52.65,63.7,78.3,89.92500000000001,2020,Europe
Switzerland,122.55999999999999,53.42,89.48,120.16,121.32000000000001,120.4,2020,Europe
Syria,27.7,7.9,18.2,24.0,23.5,10.8,2020,Asia
Taiwan,64.3,19.4,42.8,75.6,30.7,67.1,2020,Asia
Thailand,50.85,17.95,35.1,51.15,27.925,31.875,2020,Asia
Tunisia,28.3,6.4,17.9,26.3,16.6,34.3,2020,Africa
Turkey,34.78,6.94,21.46,30.52,24.1,42.08,2020,Asia
Ukraine,33.0,9.733333333333333,21.9,26.08888888888889,25.922222222222224,31.21111111111111,2020,Europe
United Arab Emirates,57.875,40.775,49.675,44.5,53.125,79.95,2020,Asia
United Kingdom,68.20416666666667,31.041666666666668,50.43333333333334,53.12083333333334,74.45416666666667,92.67916666666667,2020,Europe
United States,73.5677966101695,46.60508474576271,60.66949152542373,69.15593220338982,73.38305084745764,119.76610169491525,2020,North America
Uruguay,51.6,15.3,34.2,40.9,47.1,40.4,2020,South America
Uzbekistan,26.9,7.6,17.6,22.6,21.6,25.0,2020,Asia
Venezuela,27.7,7.9,18.2,29.4,24.2,2.4,2020,South America
Vietnam,39.05,14.05,27.1,37.8,20.2,27.8,2020,Asia
Afghanistan,27.5,4.3,16.4,19.0,20.2,26.5,2021,Asia
Albania,42.1,11.2,27.4,34.4,31.6,27.4,2021,Europe
Algeria,30.5,7.4,19.4,31.0,16.9,23.7,2021,Africa
Argentina,39.2,10.6,25.5,29.9,35.2,35.3,2021,South America
Armenia,32.0,10.3,21.6,24.8,27.9,27.1,2021,Asia
Australia,84.31,41.36,63.8,81.49,78.65,101.7,2021,Oceania
Austria,77.525,29.8,54.725,71.125,70.225,76.95,2021,Europe
Azerbaijan,32.6,10.1,21.9,27.4,31.3,26.6,2021,Asia
Bahamas,88.8,37.4,64.3,76.2,89.4,44.9,2021,North America
Bahrain,58.2,29.1,44.3,46.3,52.5,49.1,2021,Asia
Bangladesh,33.7,5.0,19.95,32.0,20.6,24.0,2021,Asia
Belarus,32.1,11.3,22.1,27.8,32.8,33.3,2021,Europe
Belgium,78.7,28.85,54.875,67.375,84.0,79.875,2021,Europe
Bermuda,146.3,89.1,119.0,153.3,145.4,91.2,2021,North America
Bolivia,40.15,12.1,26.75,35.150000000000006,28.25,36.8,2021,South America
Bosnia And Herzegovina,40.599999999999994,8.7,25.4,34.0,27.6,43.75,2021,
Botswana,42.8,11.6,27.9,35.8,48.3,60.1,2021,Africa
Brazil,32.19230769230769,8.423076923076923,20.838461538461537,25.361538461538462,23.54615384615385,28.73076923076923,2021,South America
Bulgaria,41.6,10.075,26.55,35.65,34.025,40.275,2021,Europe
Cambodia,49.1,17.0,33.8,51.2,24.8,14.5,2021,Asia
Canada,71.51785714285714,35.05714285714286,54.096428571428575,69.92857142857143,66.62142857142858,89.46071428571429,2021,North America
Chile,50.6,15.7,33.9,42.5,48.5,33.2,2021,South America
China,47.357142857142854,23.2,35.84285714285714,52.5,30.7,54.957142857142856,2021,Asia
Colombia,30.96,9.459999999999999,20.7,25.76,21.64,27.52,2021,South America
Costa Rica,52.1,16.3,35.0,50.3,41.9,44.1,2021,North America
Croatia,60.81666666666666,17.616666666666667,40.15,53.199999999999996,54.71666666666667,41.6,2021,Europe
Cuba,55.3,15.3,36.2,44.8,35.1,1.5,2021,North America
Cyprus,64.325,22.075,44.099999999999994,53.025,62.224999999999994,52.6,2021,Europe
Czech Republic,48.625,18.6,34.275,42.7,34.975,59.9,2021,
Denmark,92.675,36.25,65.75,75.275,104.125,90.225,2021,Europe
Dominican Republic,42.9,11.3,27.8,37.6,34.2,22.9,2021,North America
Ecuador,40.56666666666666,12.833333333333334,27.3,36.76666666666667,28.599999999999998,30.166666666666668,2021,South America
Egypt,30.549999999999997,6.75,19.200000000000003,27.0,26.4,19.7,2021,Africa
El Salvador,46.7,14.4,31.3,45.9,33.5,21.0,2021,North America
Estonia,57.95,17.049999999999997,38.349999999999994,45.349999999999994,58.9,59.25,2021,Europe
Ethiopia,58.9,15.4,38.1,38.5,20.6,10.3,2021,Africa
Fiji,46.2,17.7,32.6,48.9,37.3,32.9,2021,Oceania
Finland,79.47999999999999,28.78,55.260000000000005,70.3,82.17999999999999,91.17999999999999,2021,Europe
France,80.89999999999999,29.133333333333336,56.166666666666664,76.77499999999999,74.40833333333333,70.50833333333334,2021,Europe
Georgia,28.7,11.1,20.3,24.3,25.9,27.2,2021,Asia
Germany,71.71739130434783,30.05652173913043,51.81739130434782,54.61739130434783,67.65217391304348,94.48260869565217,2021,Europe
Ghana,42.2,21.2,32.2,43.7,31.6,17.6,2021,Africa
Greece,61.35,13.675,38.55,47.325,52.75,40.1,2021,Europe
Guatemala,46.2,15.3,31.5,42.3,33.9,25.4,2021,North America
Hong Kong (China),79.9,74.2,77.2,81.7,58.6,62.4,2021,
Hungary,42.63333333333333,13.033333333333333,28.46666666666667,35.9,33.800000000000004,49.36666666666667,2021,Europe
Iceland,98.8,48.3,74.7,89.3,111.0,69.8,2021,Europe
India,25.813888888888886,6.097222222222222,16.38888888888889,27.305555555555557,18.077777777777776,47.919444444444444,2021,Asia
Indonesia,39.739999999999995,12.3,26.639999999999997,42.58,20.16,18.419999999999998,2021,Asia
Iran,40.0,23.8,32.2,34.0,30.1,15.5,2021,Asia
Iraq,34.55,11.05,23.3,28.35,26.200000000000003,37.599999999999994,2021,Asia
Ireland,83.5,47.25,66.175,70.05,81.65,70.275,2021,Europe
Israel,87.53333333333335,35.1,62.5,73.60000000000001,93.7,68.89999999999999,2021,Asia
Italy,73.25294117647059,24.129411764705882,49.77058823529412,63.15882352941177,72.66470588235293,57.53529411764706,2021,Europe
Ivory Coast,55.7,24.4,40.8,47.7,34.6,7.0,2021,
Jamaica,55.1,16.9,36.8,57.2,33.7,31.7,2021,North America
Japan,91.56666666666666,43.9,68.83333333333333,97.39999999999999,49.300000000000004,67.36666666666667,2021,Asia
Jordan,54.8,10.9,33.8,44.4,48.9,31.4,2021,Asia
Kazakhstan,31.15,10.25,21.15,26.55,28.35,37.75,2021,Asia
Kenya,38.5,12.3,26.0,35.4,32.8,25.4,2021,Africa
Kosovo (Disputed Territory),28.6,9.4,19.4,25.5,21.9,47.3,2021,
Kuwait,49.4,31.8,41.0,36.6,44.9,65.3,2021,Asia
Kyrgyzstan,23.4,7.5,15.8,20.9,20.2,21.7,2021,Asia
Latvia,55.4,15.9,36.5,42.1,52.3,46.7,2021,Europe
Lebanon,83.6,25.4,55.8,82.1,72.3,24.9,2021,Asia
Lithuania,49.03333333333333,14.266666666666666,32.4,38.1,46.93333333333334,56.4,2021,Europe
Luxembourg,89.6,63.3,77.0,82.0,95.0,100.5,2021,Europe
Macao (China),71.3,42.9,57.7,70.1,50.3,66.1,2021,
Malaysia,42.08,11.879999999999999,27.660000000000004,45.4,23.259999999999998,56.239999999999995,2021,Asia
Malta,82.9,40.95,62.849999999999994,71.3,89.05,35.65,2021,Europe
Mexico,36.60909090909091,12.799999999999999,25.218181818181815,35.13636363636363,31.59090909090909,36.690909090909095,2021,North America
Moldova,34.1,9.8,22.5,27.0,27.7,27.5,2021,Europe
Mongolia,33.4,11.1,22.8,33.1,24.0,27.2,2021,Asia
Montenegro,42.6,12.0,28.0,33.8,32.4,34.8,2021,Europe
Morocco,39.260000000000005,11.559999999999999,26.060000000000002,33.96,30.48,29.619999999999997,2021,Africa
Mozambique,37.6,16.1,27.3,29.5,34.7,16.4,2021,Africa
Myanmar,40.8,26.5,34.0,42.6,25.8,10.9,2021,Asia
Namibia,41.1,16.2,29.2,38.9,34.1,58.9,2021,Africa
Nepal,31.2,5.2,18.8,29.1,23.1,20.6,2021,Asia
Netherlands,79.82307692307693,38.92307692307692,60.276923076923076,62.07692307692308,82.4923076923077,84.88461538461539,2021,Europe
New Zealand,81.2,37.55,60.325,77.4,72.875,84.1,2021,Oceania
Nigeria,35.7,37.8,36.7,36.5,27.1,9.8,2021,Africa
North Macedonia,37.4,9.1,23.9,31.0,25.9,32.8,2021,Europe
Norway,107.66,38.760000000000005,74.78,101.6,110.47999999999999,80.22,2021,Europe
Oman,52.3,19.0,36.4,49.0,46.1,90.3,2021,Asia
Pakistan,22.759999999999998,4.68,14.1,19.44,18.52,24.5,2021,Asia
Panama,58.6,26.2,43.1,58.4,56.3,31.0,2021,North America
Paraguay,31.4,10.2,21.3,24.6,25.2,28.5,2021,South America
Peru,39.2,15.8,28.0,36.9,26.7,27.1,2021,South America
Philippines,46.64,17.6,32.78,48.160000000000004,23.32,20.0,2021,Asia
Poland,42.09166666666667,18.05,30.616666666666664,33.35,34.199999999999996,46.074999999999996,2021,Europe
Portugal,53.51666666666667,21.766666666666666,38.333333333333336,43.48333333333333,42.516666666666666,46.583333333333336,2021,Europe
Puerto Rico,71.7,28.5,51.1,74.0,66.2,72.9,2021,North America
Qatar,64.1,46.8,55.9,56.6,62.7,89.0,2021,Asia
Romania,39.28181818181818,10.636363636363637,25.6,34.0,33.31818181818182,46.64545454545455,2021,Europe
Russia,32.71304347826087,9.556521739130435,21.656521739130437,27.595652173913045,30.404347826086955,34.46521739130435,2021,Europe
Rwanda,34.3,16.6,25.8,28.9,29.9,21.2,2021,Africa
Saudi Arabia,51.166666666666664,13.200000000000001,33.03333333333333,42.23333333333333,34.6,80.2,2021,Asia
Serbia,39.1,9.866666666666667,25.133333333333336,29.766666666666666,31.133333333333336,36.699999999999996,2021,Europe
Singapore,85.6,64.8,75.6,75.3,62.1,83.6,2021,Asia
Slovakia,51.5,20.3,36.650000000000006,42.55,44.1,55.45,2021,Europe
Slovenia,59.3,18.55,39.8,50.3,48.25,60.9,2021,Europe
South Africa,43.2,16.2,30.325,34.875,37.474999999999994,69.5,2021,Africa
South Korea,88.4,32.8,61.8,111.7,48.0,69.9,2021,Asia
Spain,60.125,24.7,43.199999999999996,50.083333333333336,57.699999999999996,62.78333333333333,2021,Europe
Sri Lanka,34.3,13.1,24.2,39.1,19.8,20.0,2021,Asia
Suriname,51.0,10.3,31.6,50.4,58.5,17.5,2021,South America
Sweden,82.46000000000001,33.3,58.98,74.72,84.47999999999999,86.67999999999999,2021,Europe
Switzerland,131.9,56.4,95.83333333333333,131.61666666666665,128.08333333333334,109.46666666666668,2021,Europe
Syria,34.2,9.6,22.4,32.4,28.7,7.5,2021,Asia
Taiwan,65.0,18.2,42.599999999999994,78.9,29.45,58.5,2021,Asia
Tanzania,35.8,19.4,28.0,30.9,21.2,14.5,2021,Africa
Thailand,51.4,18.5,35.675,53.125,27.9,28.625,2021,Asia
Trinidad And Tobago,59.4,19.2,40.2,52.2,67.5,37.2,2021,
Tunisia,32.95,8.6,21.3,30.85,19.2,25.3,2021,Africa
Turkey,31.68,6.26,19.54,28.72,20.6,35.54,2021,Asia
Uganda,35.0,9.3,22.7,31.0,26.1,14.0,2021,Africa
Ukraine,28.963636363636365,8.145454545454545,19.018181818181816,24.58181818181818,22.11818181818182,29.58181818181818,2021,Europe
United Arab Emirates,58.625,37.300000000000004,48.425,46.325,57.55,75.15,2021,Asia
United Kingdom,72.3945945945946,31.30810810810811,52.770270270270274,58.64324324324325,75.21081081081081,82.33243243243244,2021,Europe
United States,72.96489361702127,43.191489361702125,58.748936170212765,72.06489361702128,68.92765957446808,103.95212765957447,2021,North America
Uruguay,50.6,14.2,33.2,41.4,45.3,32.0,2021,South America
Uzbekistan,28.6,8.8,19.1,25.9,21.4,22.2,2021,Asia
Vietnam,38.13333333333333,15.066666666666668,27.099999999999998,38.5,19.400000000000002,25.099999999999998,2021,Asia
Zambia,30.2,7.4,19.4,30.7,17.4,62.6,2021,Africa
Zimbabwe,52.3,10.1,32.2,43.2,43.2,19.8,2021,Africa
Afghanistan,21.3,3.2,12.8,15.2,14.8,22.8,2022,Asia
Albania,38.7,11.3,25.9,31.0,29.9,31.1,2022,Europe
Algeria,29.8,6.7,19.0,30.3,20.8,21.8,2022,Africa
Argentina,35.2,10.7,23.8,28.5,34.3,26.9,2022,South America
Armenia,34.0,11.9,23.6,27.8,31.0,29.7,2022,Asia
Australia,77.6,39.260000000000005,59.64,77.07000000000001,75.11,106.09,2022,Oceania
Austria,72.88,29.18,52.4,66.66,70.68,76.56,2022,Europe
Azerbaijan,31.6,9.5,21.2,27.7,29.8,28.0,2022,Asia
Bahamas,86.0,36.4,62.7,76.8,86.6,46.7,2022,North America
Bahrain,54.3,28.2,42.1,42.9,50.3,62.6,2022,Asia
Bangladesh,35.1,6.2,21.6,31.5,24.4,23.8,2022,Asia
Belarus,32.8,12.1,23.1,28.5,33.5,31.2,2022,Europe
Belgium,72.75,28.75,52.15,62.775,78.9,84.55,2022,Europe
Bermuda,149.0,96.1,124.2,157.9,155.2,79.4,2022,North America
Bolivia,37.75,11.25,25.3,33.1,29.200000000000003,33.75,2022,South America
Bosnia And Herzegovina,38.0,8.600000000000001,24.25,32.45,27.450000000000003,41.0,2022,
Botswana,42.7,11.8,28.2,35.7,52.2,51.4,2022,Africa
Brazil,34.57142857142857,10.171428571428573,23.142857142857142,29.099999999999998,27.857142857142858,29.342857142857145,2022,South America
Bulgaria,39.125,10.1,25.55,34.45,35.15,47.4,2022,Europe
Cambodia,50.1,18.8,35.4,54.5,23.2,14.8,2022,Asia
Canada,71.43461538461538,36.973076923076924,55.27307692307692,70.25,69.97692307692309,93.11923076923077,2022,North America
Chile,45.6,15.3,31.4,40.1,47.9,32.1,2022,South America
China,47.1,24.9,36.7,51.075,33.875,62.2125,2022,Asia
Colombia,26.919999999999998,8.36,18.22,23.26,19.48,29.48,2022,South America
Costa Rica,47.7,17.5,33.5,46.1,43.2,42.9,2022,North America
Croatia,48.8,13.675,32.35,42.05,42.325,49.4,2022,Europe
Cuba,55.9,17.2,37.8,45.9,40.1,1.6,2022,North America
Cyprus,60.025,21.325,41.85,49.3,61.65,58.15,2022,Europe
Czech Republic,48.95,18.9,34.825,43.35,37.150000000000006,65.9,2022,
Denmark,84.275,34.375,60.9,68.775,100.475,95.475,2022,Europe
Dominican Republic,44.7,10.7,28.7,41.5,35.6,22.2,2022,North America
Ecuador,37.76666666666667,12.066666666666668,25.733333333333334,34.96666666666667,28.233333333333334,30.633333333333336,2022,South America
Egypt,30.4,7.0,19.45,28.0,25.65,22.35,2022,Africa
El Salvador,45.3,14.0,30.6,44.5,37.1,21.8,2022,North America
Estonia,54.75,17.2,37.150000000000006,44.25,56.7,62.7,2022,Europe
Ethiopia,50.5,17.4,35.0,36.8,21.5,9.8,2022,Africa
Fiji,39.0,18.8,29.5,39.4,35.3,44.7,2022,Oceania
Finland,76.12,28.76,53.94,68.78,85.5,92.62,2022,Europe
France,77.76666666666667,31.049999999999997,55.86666666666667,77.2,75.23333333333333,82.35000000000001,2022,Europe
Georgia,31.0,10.3,21.2,26.7,29.1,29.5,2022,Asia
Germany,67.28461538461539,28.923076923076923,49.30384615384616,52.95,65.50384615384615,100.20384615384616,2022,Europe
Ghana,38.7,20.0,30.0,41.0,32.8,21.1,2022,Africa
Greece,58.3,14.25,37.65,45.3,51.125,37.825,2022,Europe
Guatemala,44.6,16.1,31.2,42.2,33.7,24.4,2022,North America
Hong Kong (China),80.7,74.6,77.8,84.7,58.6,65.7,2022,
Hungary,41.75,12.3,27.95,37.325,34.525,49.825,2022,Europe
Iceland,97.6,46.3,73.5,91.9,105.8,74.8,2022,Europe
India,25.37608695652174,5.778260869565218,16.18695652173913,27.317391304347826,18.597826086956523,49.53260869565217,2022,Asia
Indonesia,36.94,12.02,25.22,39.82,18.96,19.4,2022,Asia
Iran,34.0,19.566666666666666,27.233333333333334,24.166666666666668,23.433333333333334,20.0,2022,Asia
Iraq,36.4,12.45,25.200000000000003,31.55,29.45,39.45,2022,Asia
Ireland,76.65,46.25,62.4,63.75,80.125,83.65,2022,Europe
Israel,89.17999999999999,34.739999999999995,63.65999999999999,77.78,98.96000000000001,76.08,2022,Asia
Italy,67.67894736842105,22.957894736842103,46.73157894736842,59.678947368421056,68.95263157894736,59.4,2022,Europe
Ivory Coast,47.1,19.7,34.2,40.3,32.2,6.3,2022,
Jamaica,51.6,18.4,36.0,53.8,38.0,26.1,2022,North America
Japan,79.3,43.13333333333333,62.36666666666667,86.53333333333335,45.666666666666664,75.86666666666666,2022,Asia
Jersey,96.5,65.2,81.9,79.9,109.5,80.4,2022,Europe
Jordan,52.2,10.6,32.7,41.6,48.0,29.5,2022,Asia
Kazakhstan,30.25,10.95,21.25,26.5,29.450000000000003,37.3,2022,Asia
Kenya,35.9,13.6,25.4,32.3,30.6,29.2,2022,Africa
Kosovo (Disputed Territory),26.2,9.0,18.1,23.0,19.7,47.5,2022,
Kuwait,48.0,31.2,40.1,35.8,47.2,68.8,2022,Asia
Kyrgyzstan,26.6,8.3,18.0,24.8,22.5,23.1,2022,Asia
Latvia,51.5,14.8,34.3,39.0,51.0,52.8,2022,Europe
Lebanon,120.5,27.8,77.0,141.3,116.9,15.4,2022,Asia
Lithuania,45.8,16.2,31.95,36.5,47.3,63.5,2022,Europe
Luxembourg,83.0,63.4,73.8,75.8,95.2,100.2,2022,Europe
Macao (China),69.6,41.1,56.2,72.7,51.7,67.3,2022,
Malaysia,39.025,11.8,26.25,43.225,22.3,57.525,2022,Asia
Maldives,57.3,29.9,44.4,56.2,33.0,28.5,2022,Asia
Malta,74.8,31.5,54.5,68.8,82.1,48.0,2022,Europe
Mexico,36.666666666666664,15.200000000000001,26.599999999999998,35.85,35.699999999999996,39.733333333333334,2022,North America
Moldova,31.8,10.4,21.8,25.5,26.6,34.4,2022,Europe
